Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,b0006l76,A,"Monday, November  7, 2011 16:51:24 UTC",-63.2525,170.8056,5.6,0.10,117,"Balleny Islands region"
ak,10350135,2,"Monday, November  7, 2011 16:36:42 UTC",63.4042,-149.3601,1.8,91.70,29,"Central Alaska"
uw,11071633,1,"Monday, November  7, 2011 16:33:17 UTC",46.1565,-122.4031,1.2,17.60,15,"Washington"
ci,15073172,2,"Monday, November  7, 2011 16:11:25 UTC",32.8973,-116.2465,1.9,6.40,63,"Southern California"
nc,71677076,2,"Monday, November  7, 2011 15:52:06 UTC",38.7452,-122.7113,1.1,2.30,35,"Northern California"
ak,10350126,2,"Monday, November  7, 2011 15:48:33 UTC",61.5032,-146.5955,2.0,14.40,31,"Southern Alaska"
uu,11071546,2,"Monday, November  7, 2011 15:46:51 UTC",39.4398,-111.2277,1.6,6.30, 9,"Utah"
hv,60281406,1,"Monday, November  7, 2011 15:43:54 UTC",19.3670,-155.4955,1.8,10.20,40,"Island of Hawaii, Hawaii"
ak,10350122,2,"Monday, November  7, 2011 15:09:53 UTC",61.4381,-146.5580,1.5,22.50,20,"Southern Alaska"
hv,60281391,1,"Monday, November  7, 2011 14:51:55 UTC",19.9493,-155.4967,2.5,30.90,36,"Island of Hawaii, Hawaii"
ci,15073164,2,"Monday, November  7, 2011 14:51:55 UTC",33.9673,-117.2333,1.8,13.40,88,"Greater Los Angeles area, California"
us,2011szbh,6,"Monday, November  7, 2011 14:42:02 UTC",36.9437,139.2097,4.6,16.40,18,"eastern Honshu, Japan"
ak,10351811,2,"Monday, November  7, 2011 14:35:41 UTC",61.4117,-151.0729,1.5,4.50,25,"Southern Alaska"
nc,71677061,3,"Monday, November  7, 2011 14:35:28 UTC",39.3022,-122.8315,1.7,4.90,13,"Northern California"
us,2011szbf,6,"Monday, November  7, 2011 14:30:38 UTC",-21.3616,-67.0880,4.0,275.90,11,"Potosi, Bolivia"
uw,11071418,1,"Monday, November  7, 2011 14:18:57 UTC",45.3125,-121.6808,2.1,7.60,16,"Mount Hood area, Oregon"
nc,71677046,4,"Monday, November  7, 2011 14:05:32 UTC",37.6238,-119.4213,1.1,7.00,11,"Central California"
nn,00354347,8,"Monday, November  7, 2011 14:00:47 UTC",37.5510,-115.4101,1.4,0.00, 4,"Nevada"
us,2011szbd,5,"Monday, November  7, 2011 13:56:20 UTC",-14.9755,167.3971,4.8,114.00,25,"Vanuatu"
us,2011szbc,5,"Monday, November  7, 2011 13:50:20 UTC",35.4873,-96.8640,2.8,5.00,14,"Oklahoma"
ak,10351810,2,"Monday, November  7, 2011 13:42:12 UTC",63.8858,-148.6071,1.1,102.50,10,"Central Alaska"
ak,10350107,2,"Monday, November  7, 2011 13:31:42 UTC",62.9433,-150.8102,1.8,110.00,26,"Central Alaska"
nc,71677036,2,"Monday, November  7, 2011 13:28:15 UTC",36.5407,-121.1297,1.9,2.00,35,"Central California"
ci,15073156,4,"Monday, November  7, 2011 12:09:11 UTC",35.1555,-120.4543,1.7,2.90,19,"Central California"
ak,10350087,3,"Monday, November  7, 2011 12:06:50 UTC",52.9285,-164.6640,2.7,44.30,17,"south of Alaska"
us,b0006l47,7,"Monday, November  7, 2011 11:59:32 UTC",36.5509,71.0600,5.5,219.00,184,"Hindu Kush region, Afghanistan"
ak,10350079,2,"Monday, November  7, 2011 11:57:42 UTC",62.2434,-149.2456,2.0,46.50,26,"Central Alaska"
ak,10351806,2,"Monday, November  7, 2011 11:55:55 UTC",55.1841,-160.0385,2.9,7.20,19,"Alaska Peninsula"
ci,15073148,2,"Monday, November  7, 2011 11:48:21 UTC",32.3807,-115.4882,2.3,10.00,28,"Baja California, Mexico"
hv,60281366,1,"Monday, November  7, 2011 11:46:44 UTC",19.4320,-154.8267,3.9,44.50,62,"Hawaii region, Hawaii"
ak,10350069,2,"Monday, November  7, 2011 11:45:52 UTC",62.7323,-149.2879,2.9,67.00,66,"Central Alaska"
ak,10351804,2,"Monday, November  7, 2011 11:36:38 UTC",62.7935,-149.5927,1.5,65.30,24,"Central Alaska"
ak,10351803,2,"Monday, November  7, 2011 11:31:32 UTC",63.4866,-147.4630,1.3,0.20,21,"Central Alaska"
ci,15073140,2,"Monday, November  7, 2011 11:26:51 UTC",32.9193,-116.3445,1.3,10.50,55,"Southern California"
ak,10351802,2,"Monday, November  7, 2011 11:24:39 UTC",63.0613,-150.5806,1.5,112.10,14,"Central Alaska"
ak,10351801,2,"Monday, November  7, 2011 11:23:30 UTC",63.2728,-150.4269,1.4,117.60,12,"Central Alaska"
ak,10350061,2,"Monday, November  7, 2011 10:57:45 UTC",61.8360,-149.6684,2.1,36.90,35,"Southern Alaska"
us,b0006l3u,4,"Monday, November  7, 2011 10:36:40 UTC",-13.9909,-76.9247,4.7,52.40,68,"near the coast of central Peru"
uu,11071027,2,"Monday, November  7, 2011 10:27:59 UTC",39.4377,-111.2277,1.6,4.10, 9,"Utah"
ak,10350056,2,"Monday, November  7, 2011 10:13:37 UTC",62.1661,-150.0482,1.5,1.80,23,"Central Alaska"
ak,10351797,2,"Monday, November  7, 2011 09:56:30 UTC",68.0188,-156.6439,2.0,13.30, 7,"northern Alaska"
nn,00355062,8,"Monday, November  7, 2011 09:52:43 UTC",37.8661,-117.3586,1.6,0.00,14,"Nevada"
uu,11070945,2,"Monday, November  7, 2011 09:45:56 UTC",44.4048,-110.2580,1.1,4.30,13,"Yellowstone National Park, Wyoming"
us,b0006l34,5,"Monday, November  7, 2011 09:43:20 UTC",7.8545,125.0869,5.0,86.20,62,"Mindanao, Philippines"
ak,10350048,2,"Monday, November  7, 2011 09:40:13 UTC",62.1518,-150.0329,1.8,6.60,27,"Central Alaska"
ci,15073124,2,"Monday, November  7, 2011 09:26:47 UTC",33.4318,-116.3917,1.2,14.90,59,"Southern California"
ci,15073116,2,"Monday, November  7, 2011 09:14:17 UTC",32.6785,-115.8282,1.4,6.90,24,"Southern California"
nc,71676991,3,"Monday, November  7, 2011 09:05:16 UTC",38.8320,-122.8008,1.5,2.30,56,"Northern California"
ak,10350038,2,"Monday, November  7, 2011 08:53:41 UTC",62.1612,-150.0389,1.4,6.00,17,"Central Alaska"
nc,71676986,2,"Monday, November  7, 2011 08:39:45 UTC",37.6445,-118.9083,1.1,1.20,13,"Long Valley area, California"
us,b0006l2v,2,"Monday, November  7, 2011 08:39:15 UTC",54.3307,169.0533,4.5,20.30,43,"Komandorskiye Ostrova, Russia region"
nc,71676981,2,"Monday, November  7, 2011 08:29:41 UTC",36.8598,-121.4230,1.0,6.10,23,"Central California"
ak,10350029,2,"Monday, November  7, 2011 08:29:34 UTC",61.4314,-151.1433,1.9,64.40,29,"Southern Alaska"
ak,10350022,3,"Monday, November  7, 2011 08:20:49 UTC",62.1814,-150.0300,2.6,3.30,45,"Central Alaska"
nn,00354316,8,"Monday, November  7, 2011 08:15:51 UTC",37.4625,-117.3959,1.3,9.30,17,"Nevada"
us,b0006l29,L,"Monday, November  7, 2011 08:12:35 UTC",35.5049,-96.7776,2.9,5.00,15,"Oklahoma"
ci,15073108,2,"Monday, November  7, 2011 08:03:21 UTC",34.0300,-116.8582,1.0,15.00,43,"Southern California"
ak,10350019,2,"Monday, November  7, 2011 08:01:22 UTC",60.7087,-140.7325,1.4,18.30,14,"Southern Yukon Territory, Canada"
ak,10350015,2,"Monday, November  7, 2011 07:50:45 UTC",61.9762,-151.8107,1.9,89.60,22,"Southern Alaska"
ci,15073100,2,"Monday, November  7, 2011 07:43:01 UTC",33.2360,-115.6235,1.2,3.00,15,"Southern California"
nc,71676956,2,"Monday, November  7, 2011 07:34:25 UTC",38.8303,-122.7978,1.0,2.30,50,"Northern California"
pr,11311002,0,"Monday, November  7, 2011 07:16:25 UTC",19.0389,-64.3420,3.6,65.90,14,"Virgin Islands region"
ak,10351789,2,"Monday, November  7, 2011 06:28:56 UTC",62.9776,-151.1095,2.0,127.90,31,"Central Alaska"
ak,10350001,2,"Monday, November  7, 2011 06:26:13 UTC",53.0530,-169.8179,3.8,228.80,35,"Fox Islands, Aleutian Islands, Alaska"
nc,71676941,2,"Monday, November  7, 2011 06:23:54 UTC",37.6262,-118.8923,1.0,3.60,24,"Long Valley area, California"
ak,10349998,2,"Monday, November  7, 2011 06:19:50 UTC",63.2538,-145.5925,1.3,9.90,17,"Central Alaska"
nn,00354309,8,"Monday, November  7, 2011 05:47:05 UTC",37.4628,-117.3976,1.3,9.00,17,"Nevada"
ak,10349989,2,"Monday, November  7, 2011 05:45:04 UTC",61.4632,-140.7513,1.4,7.90,16,"Southern Yukon Territory, Canada"
nn,00354306,8,"Monday, November  7, 2011 05:30:41 UTC",40.7858,-115.1002,3.1,0.00, 3,"Nevada"
ak,10349986,2,"Monday, November  7, 2011 05:28:46 UTC",59.5247,-151.7714,2.1,54.90,36,"Kenai Peninsula, Alaska"
ak,10351784,2,"Monday, November  7, 2011 05:16:16 UTC",54.2722,-162.5330,2.7,13.30,12,"Alaska Peninsula"
pr,11311001,0,"Monday, November  7, 2011 05:13:32 UTC",18.1159,-65.1159,2.8,2.20, 9,"Virgin Islands region"
us,b0006l1v,5,"Monday, November  7, 2011 04:44:37 UTC",-3.7086,149.7048,5.2,34.80,33,"Bismarck Sea"
us,b0006l1u,7,"Monday, November  7, 2011 04:14:03 UTC",-16.4606,-71.1357,4.5,105.30,18,"southern Peru"
us,b0006l1r,6,"Monday, November  7, 2011 04:01:39 UTC",-3.6329,149.6745,5.1,35.00,56,"Bismarck Sea"
ak,10349965,2,"Monday, November  7, 2011 03:31:58 UTC",59.8669,-151.9614,2.2,63.30,40,"Kenai Peninsula, Alaska"
ak,10349966,2,"Monday, November  7, 2011 03:31:20 UTC",63.3454,-145.0270,1.4,6.40,16,"Central Alaska"
nc,71676891,2,"Monday, November  7, 2011 03:28:07 UTC",37.3397,-119.8367,2.0,25.40,12,"Central California"
ak,10349964,2,"Monday, November  7, 2011 03:22:23 UTC",62.2548,-145.6884,1.3,19.40, 9,"Central Alaska"
nc,71676886,2,"Monday, November  7, 2011 03:18:22 UTC",37.7735,-121.9895,1.1,9.30,20,"San Francisco Bay area, California"
ak,10351779,2,"Monday, November  7, 2011 03:15:44 UTC",61.3685,-151.8951,1.6,96.20,25,"Southern Alaska"
nc,71676881,2,"Monday, November  7, 2011 03:13:49 UTC",38.8263,-122.7802,1.1,2.00,51,"Northern California"
nc,71676871,2,"Monday, November  7, 2011 02:48:02 UTC",38.9555,-123.1468,1.4,4.70,15,"Northern California"
ak,10351778,2,"Monday, November  7, 2011 02:37:18 UTC",59.3479,-152.7215,1.9,73.80,27,"Southern Alaska"
us,b0006l1e,3,"Monday, November  7, 2011 02:28:08 UTC",-3.2173,149.7179,4.7,35.00,16,"Bismarck Sea"
nc,71676866,2,"Monday, November  7, 2011 02:22:19 UTC",35.6388,-120.9457,1.0,7.10,23,"Central California"
nc,71676861,3,"Monday, November  7, 2011 02:17:57 UTC",38.8198,-122.7797,1.6,1.50,62,"Northern California"
pr,11311000,0,"Monday, November  7, 2011 02:13:44 UTC",18.8869,-64.2969,3.6,36.60,18,"Virgin Islands region"
ci,15073060,2,"Monday, November  7, 2011 01:51:08 UTC",32.6427,-115.7065,2.2,5.60,14,"Baja California, Mexico"
us,b0006l15,4,"Monday, November  7, 2011 01:46:36 UTC",45.9381,149.1358,5.1,158.40,57,"Kuril Islands"
ak,10349934,2,"Monday, November  7, 2011 01:45:57 UTC",61.3990,-152.0089,2.1,97.20,46,"Southern Alaska"
us,b0006l12,7,"Monday, November  7, 2011 01:43:38 UTC",-3.5557,149.5988,5.1,35.00,27,"Bismarck Sea"
ci,15073052,2,"Monday, November  7, 2011 01:42:56 UTC",34.0133,-116.7372,1.2,17.00,44,"Southern California"
ak,10349930,2,"Monday, November  7, 2011 01:42:11 UTC",61.0472,-151.3151,1.9,66.80,37,"Southern Alaska"
nc,71676846,2,"Monday, November  7, 2011 01:39:21 UTC",36.5630,-121.1603,1.2,6.20,21,"Central California"
ci,15073044,2,"Monday, November  7, 2011 01:35:36 UTC",33.0428,-116.4395,1.4,5.70,62,"Southern California"
nc,71676841,2,"Monday, November  7, 2011 01:33:53 UTC",36.5655,-121.1585,1.8,5.70,34,"Central California"
nc,71676836,2,"Monday, November  7, 2011 01:33:45 UTC",36.5632,-121.1598,1.2,6.90,24,"Central California"
us,b0006l0s,4,"Monday, November  7, 2011 01:26:31 UTC",35.5194,-96.7576,3.4,4.90,20,"Oklahoma"
ak,10349921,2,"Monday, November  7, 2011 01:19:49 UTC",54.2748,-162.5288,2.7,13.20,11,"Alaska Peninsula"
us,b0006l0p,5,"Monday, November  7, 2011 01:17:13 UTC",35.5252,-96.7729,3.3,5.00,21,"Oklahoma"
nc,71676831,2,"Monday, November  7, 2011 01:14:18 UTC",36.0833,-121.0462,1.4,13.20,12,"Central California"
ak,10349918,2,"Monday, November  7, 2011 01:07:00 UTC",58.8811,-152.3412,2.7,50.50,46,"Kodiak Island region, Alaska"
nc,71676826,2,"Monday, November  7, 2011 01:00:05 UTC",39.4828,-121.1898,1.8,12.70,18,"Northern California"
ci,15073028,2,"Monday, November  7, 2011 00:59:41 UTC",33.9660,-116.7420,1.0,18.40,41,"Southern California"
nc,71676821,2,"Monday, November  7, 2011 00:58:13 UTC",38.8305,-122.8007,1.0,2.10,33,"Northern California"
ak,10349912,2,"Monday, November  7, 2011 00:52:51 UTC",54.4503,-163.3783,2.7,77.90,17,"Unimak Island region, Alaska"
us,b0006l0k,6,"Monday, November  7, 2011 00:43:31 UTC",-3.5504,149.5621,4.7,35.20,17,"Bismarck Sea"
ak,10349905,2,"Monday, November  7, 2011 00:38:50 UTC",61.9881,-150.4303,2.1,4.40,50,"Southern Alaska"
nc,71676811,0,"Monday, November  7, 2011 00:33:51 UTC",38.8380,-122.8307,1.0,2.40,21,"Northern California"
ak,10349897,2,"Monday, November  7, 2011 00:32:59 UTC",59.8523,-152.5271,2.5,82.10,61,"Southern Alaska"
ak,10351769,2,"Monday, November  7, 2011 00:32:44 UTC",66.7983,-146.6573,1.7,13.70, 6,"northern Alaska"
ak,10351768,2,"Monday, November  7, 2011 00:22:50 UTC",62.3848,-149.0968,1.2,1.70,15,"Central Alaska"
nc,71676796,3,"Monday, November  7, 2011 00:22:05 UTC",36.9323,-121.4190,1.7,7.20,55,"Central California"
nc,71676791,3,"Monday, November  7, 2011 00:09:42 UTC",36.7903,-121.3563,2.4,5.30,83,"Central California"
ak,10349888,3,"Monday, November  7, 2011 00:05:03 UTC",51.9598,-173.6364,2.0,22.40, 8,"Andreanof Islands, Aleutian Islands, Alaska"
us,b0006l02,4,"Monday, November  7, 2011 00:03:51 UTC",35.4900,-96.7658,2.9,4.70,26,"Oklahoma"
nc,71676781,2,"Sunday, November  6, 2011 23:34:40 UTC",36.8592,-121.4265,1.0,5.60,24,"Central California"
ak,10349883,2,"Sunday, November  6, 2011 23:26:25 UTC",63.9307,-148.9219,2.1,0.00,17,"Central Alaska"
ak,10349878,3,"Sunday, November  6, 2011 23:22:49 UTC",59.7773,-152.5233,2.2,72.20,35,"Southern Alaska"
nc,71676771,3,"Sunday, November  6, 2011 23:18:58 UTC",40.1208,-122.7552,1.5,12.60, 9,"Northern California"
nc,71676761,3,"Sunday, November  6, 2011 23:15:08 UTC",40.1177,-122.7502,2.7,10.90,23,"Northern California"
uw,11062302,1,"Sunday, November  6, 2011 23:02:34 UTC",46.8798,-122.0274,1.1,7.30, 9,"Washington"
ak,10349875,2,"Sunday, November  6, 2011 23:00:41 UTC",63.2751,-151.4694,1.0,10.90,11,"Central Alaska"
ci,15072972,3,"Sunday, November  6, 2011 22:57:56 UTC",31.5168,-114.3295,3.6,10.00, 9,"Gulf of California"
nc,71676746,3,"Sunday, November  6, 2011 22:54:43 UTC",36.1963,-120.7623,2.1,8.50,82,"Central California"
hv,60281291,1,"Sunday, November  6, 2011 22:48:12 UTC",19.3455,-155.1292,1.7,7.40,32,"Island of Hawaii, Hawaii"
ak,10349866,2,"Sunday, November  6, 2011 22:31:20 UTC",62.8622,-151.9882,1.5,4.00,17,"Central Alaska"
uu,11062221,2,"Sunday, November  6, 2011 22:21:10 UTC",37.1417,-113.5352,1.4,7.00,11,"Utah"
ak,10349855,2,"Sunday, November  6, 2011 22:04:19 UTC",61.4592,-140.7075,2.2,3.00,22,"Southern Yukon Territory, Canada"
ak,10349849,2,"Sunday, November  6, 2011 21:59:10 UTC",61.4642,-140.7131,2.1,9.40,20,"Southern Yukon Territory, Canada"
nc,71676726,2,"Sunday, November  6, 2011 21:59:06 UTC",38.7978,-122.7888,1.0,0.50,29,"Northern California"
us,b0006kxt,5,"Sunday, November  6, 2011 21:57:29 UTC",30.1416,97.3748,4.9,44.60,34,"eastern Xizang"
nc,71676721,2,"Sunday, November  6, 2011 21:43:56 UTC",36.5243,-121.1070,1.2,2.70,19,"Central California"
nn,00354268,8,"Sunday, November  6, 2011 21:12:10 UTC",39.4185,-118.4768,1.4,6.10, 5,"Nevada"
us,b0006kx7,9,"Sunday, November  6, 2011 20:56:52 UTC",35.8695,25.6040,4.8,36.60,113,"Crete, Greece"
hv,60281276,1,"Sunday, November  6, 2011 20:42:07 UTC",19.1675,-155.5625,2.5,32.60,67,"Island of Hawaii, Hawaii"
ak,10349837,2,"Sunday, November  6, 2011 20:41:49 UTC",62.1864,-149.3680,1.5,40.90,23,"Central Alaska"
nc,71676706,3,"Sunday, November  6, 2011 20:20:52 UTC",40.6320,-122.3057,2.5,20.10,37,"Northern California"
ak,10351024,2,"Sunday, November  6, 2011 19:57:53 UTC",61.4631,-146.7152,1.6,8.30,20,"Southern Alaska"
nc,71676696,2,"Sunday, November  6, 2011 19:57:45 UTC",38.7465,-122.6997,1.4,1.90,48,"Northern California"
ak,10349832,2,"Sunday, November  6, 2011 19:48:56 UTC",54.2269,-162.5472,3.3,40.20,19,"Alaska Peninsula"
ak,10351022,2,"Sunday, November  6, 2011 19:43:39 UTC",52.7249,-169.5028,2.5,12.60, 9,"Fox Islands, Aleutian Islands, Alaska"
ak,10349831,2,"Sunday, November  6, 2011 19:40:57 UTC",51.7272,-172.7575,3.2,28.50,10,"Andreanof Islands, Aleutian Islands, Alaska"
pr,11310004,0,"Sunday, November  6, 2011 19:24:33 UTC",18.9200,-64.3420,2.6,29.80, 6,"Virgin Islands region"
us,b0006kvw,6,"Sunday, November  6, 2011 18:53:24 UTC",-20.8080,-178.6600,4.7,596.80,176,"Fiji region"
ak,10349816,2,"Sunday, November  6, 2011 18:45:41 UTC",51.8147,-174.2193,2.5,24.30, 9,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71676636,3,"Sunday, November  6, 2011 18:33:21 UTC",38.8237,-122.7845,1.2,2.40,46,"Northern California"
ak,10349807,2,"Sunday, November  6, 2011 18:30:19 UTC",60.6177,-147.5077,1.6,3.20,18,"Southern Alaska"
us,b0006kvi,6,"Sunday, November  6, 2011 18:26:56 UTC",35.4778,-96.8640,3.3,5.00,25,"Oklahoma"
nc,71676621,2,"Sunday, November  6, 2011 18:21:38 UTC",38.7997,-122.7847,1.0,0.40,39,"Northern California"
nc,71676596,0,"Sunday, November  6, 2011 18:16:11 UTC",38.7982,-122.7848,1.0,1.60, 6,"Northern California"
nc,71676576,2,"Sunday, November  6, 2011 18:11:17 UTC",38.8327,-122.7988,1.5,1.90,41,"Northern California"
nc,71676561,3,"Sunday, November  6, 2011 18:09:49 UTC",38.8327,-122.7987,2.0,1.90,58,"Northern California"
nc,71676566,2,"Sunday, November  6, 2011 18:09:49 UTC",38.8342,-122.7978,2.0,2.10,43,"Northern California"
nc,71676556,2,"Sunday, November  6, 2011 18:07:15 UTC",38.7978,-122.7837,1.2,0.50,28,"Northern California"
nc,71676546,3,"Sunday, November  6, 2011 18:06:40 UTC",38.7987,-122.7840,2.1,0.00,60,"Northern California"
nc,71676536,3,"Sunday, November  6, 2011 18:03:57 UTC",38.8085,-122.8247,1.4,1.50,45,"Northern California"
nc,71676541,2,"Sunday, November  6, 2011 18:01:58 UTC",35.7343,-121.5228,1.6,6.70,22,"offshore Central California"
ak,10349788,2,"Sunday, November  6, 2011 17:56:45 UTC",61.4043,-140.7529,1.5,5.10,12,"Southern Yukon Territory, Canada"
us,b0006kv4,5,"Sunday, November  6, 2011 17:52:34 UTC",35.5475,-96.8192,3.7,5.00,38,"Oklahoma"
ci,15072940,2,"Sunday, November  6, 2011 17:44:43 UTC",33.4913,-116.5752,1.1,8.70,56,"Southern California"
ak,10349779,2,"Sunday, November  6, 2011 17:20:15 UTC",63.5851,-151.0373,1.5,9.10,16,"Central Alaska"
uu,11061658,2,"Sunday, November  6, 2011 16:58:20 UTC",39.6457,-110.3957,1.6,0.10, 8,"Utah"
ak,10351016,2,"Sunday, November  6, 2011 16:52:09 UTC",61.9423,-149.5147,1.6,45.40,17,"Southern Alaska"
uu,11061641,2,"Sunday, November  6, 2011 16:41:41 UTC",40.0040,-111.8190,1.1,7.20,16,"Utah"
ak,10349776,2,"Sunday, November  6, 2011 16:39:18 UTC",63.1945,-151.3989,1.0,3.60,12,"Central Alaska"
ak,10349771,2,"Sunday, November  6, 2011 16:21:29 UTC",63.3265,-151.0545,1.3,13.80,15,"Central Alaska"
ak,10349768,2,"Sunday, November  6, 2011 16:03:37 UTC",64.1863,-150.0214,1.1,14.20,15,"Central Alaska"
pr,11310001,0,"Sunday, November  6, 2011 15:51:04 UTC",18.9069,-64.3410,3.1,36.00, 7,"Virgin Islands region"
pr,11310002,0,"Sunday, November  6, 2011 15:44:01 UTC",18.9470,-64.3690,2.9,35.00, 6,"Virgin Islands region"
ci,15072924,2,"Sunday, November  6, 2011 15:31:54 UTC",33.0530,-116.4445,1.4,5.50,71,"Southern California"
ak,10349760,2,"Sunday, November  6, 2011 15:30:47 UTC",61.5579,-150.2175,1.9,47.00,33,"Southern Alaska"
ci,15072916,2,"Sunday, November  6, 2011 15:27:05 UTC",34.0070,-116.9103,1.2,11.80,54,"Southern California"
ci,15072908,2,"Sunday, November  6, 2011 15:26:27 UTC",34.0043,-116.8553,1.8,19.20,110,"Southern California"
pr,11310003,0,"Sunday, November  6, 2011 15:22:51 UTC",18.9150,-64.3430,3.6,34.00,18,"Virgin Islands region"
us,2011sybw,8,"Sunday, November  6, 2011 15:21:22 UTC",-15.9023,-71.6944,4.4,118.20,11,"southern Peru"
ak,10351010,2,"Sunday, November  6, 2011 15:16:52 UTC",61.3976,-140.7953,1.3,1.00,10,"Southern Yukon Territory, Canada"
us,b0006ku4,6,"Sunday, November  6, 2011 15:07:05 UTC",35.5350,-96.9094,3.9,5.00,41,"Oklahoma"
nc,71676491,3,"Sunday, November  6, 2011 15:04:30 UTC",38.8085,-122.8157,1.3,3.60,48,"Northern California"
ak,10349743,2,"Sunday, November  6, 2011 14:57:38 UTC",61.6049,-151.0073,3.3,70.30,80,"Southern Alaska"
ak,10351008,2,"Sunday, November  6, 2011 14:36:26 UTC",63.1028,-150.7721,1.6,117.80,20,"Central Alaska"
ak,10349736,2,"Sunday, November  6, 2011 14:29:14 UTC",65.7394,-145.5429,2.1,10.70,16,"northern Alaska"
us,2011sybp,5,"Sunday, November  6, 2011 14:17:47 UTC",-2.8544,101.9524,4.8,153.40,21,"southern Sumatra, Indonesia"
ak,10349734,2,"Sunday, November  6, 2011 14:17:24 UTC",63.2766,-151.2701,1.1,11.40,13,"Central Alaska"
us,b0006ktw,5,"Sunday, November  6, 2011 14:03:10 UTC",54.6579,159.1130,4.5,160.80,69,"near the east coast of the Kamchatka Peninsula, Russia"
ak,10349733,2,"Sunday, November  6, 2011 14:00:16 UTC",63.4691,-151.3160,1.0,4.30,12,"Central Alaska"
ak,10351004,2,"Sunday, November  6, 2011 13:45:12 UTC",63.2801,-150.6716,1.7,126.70,20,"Central Alaska"
ak,10349731,3,"Sunday, November  6, 2011 13:35:45 UTC",51.7952,-172.6345,2.9,40.20, 8,"Andreanof Islands, Aleutian Islands, Alaska"
us,b0006ktm,5,"Sunday, November  6, 2011 13:34:23 UTC",38.6493,43.7017,4.3,10.00,14,"eastern Turkey"
nn,00354197,8,"Sunday, November  6, 2011 12:53:04 UTC",36.1810,-115.4131,1.7,3.20, 7,"Nevada"
ak,10349727,2,"Sunday, November  6, 2011 12:22:26 UTC",54.2681,-162.5526,3.2,13.20,18,"Alaska Peninsula"
uu,11061220,2,"Sunday, November  6, 2011 12:20:28 UTC",39.4348,-111.2483,1.5,5.70,15,"Utah"
uw,11061219,1,"Sunday, November  6, 2011 12:19:07 UTC",48.4293,-122.6449,1.4,22.00,16,"San Juan Islands region, Washington"
nc,71676471,0,"Sunday, November  6, 2011 12:08:33 UTC",38.7583,-122.7383,1.0,1.60,10,"Northern California"
ak,10349722,3,"Sunday, November  6, 2011 12:00:13 UTC",61.6597,-151.9615,2.0,114.00,28,"Southern Alaska"
nc,71676461,3,"Sunday, November  6, 2011 11:49:56 UTC",38.8212,-122.8227,1.2,2.90,43,"Northern California"
nc,71676456,0,"Sunday, November  6, 2011 11:45:07 UTC",38.7733,-122.7197,1.0,2.60,11,"Northern California"
ci,15072876,2,"Sunday, November  6, 2011 11:32:03 UTC",33.9637,-116.5730,1.0,9.10,57,"Southern California"
us,b0006ksm,5,"Sunday, November  6, 2011 11:20:23 UTC",35.5247,-96.8828,3.2,5.00,20,"Oklahoma"
us,b0006ksu,5,"Sunday, November  6, 2011 11:16:20 UTC",35.5233,-96.8442,3.0,4.90,24,"Oklahoma"
us,b0006ks3,9,"Sunday, November  6, 2011 11:03:52 UTC",35.5387,-96.8247,3.4,5.00,31,"Oklahoma"
ak,10350999,2,"Sunday, November  6, 2011 11:03:15 UTC",54.2301,-162.5491,2.6,13.30, 8,"Alaska Peninsula"
ak,10349700,2,"Sunday, November  6, 2011 10:59:35 UTC",61.7262,-150.1586,2.1,40.50,33,"Southern Alaska"
us,b0006krn,7,"Sunday, November  6, 2011 10:52:35 UTC",35.5670,-96.7968,3.9,5.00,50,"Oklahoma"
ak,10349695,2,"Sunday, November  6, 2011 10:49:11 UTC",64.7149,-147.4843,1.2,21.00, 8,"Central Alaska"
nn,00354174,8,"Sunday, November  6, 2011 10:42:17 UTC",39.2657,-115.6142,2.5,0.00, 4,"Nevada"
us,b0006krc,B,"Sunday, November  6, 2011 10:41:03 UTC",54.2064,-162.6240,5.2,30.40,438,"Alaska Peninsula"
nc,71676426,2,"Sunday, November  6, 2011 10:32:02 UTC",37.1673,-121.9862,1.1,11.20,22,"Northern California"
nc,71676421,2,"Sunday, November  6, 2011 10:24:42 UTC",37.4128,-118.6012,1.1,11.60,18,"Central California"
ak,10350995,2,"Sunday, November  6, 2011 10:19:01 UTC",54.2258,-162.5866,2.8,7.70, 9,"Alaska Peninsula"
ak,10349679,2,"Sunday, November  6, 2011 10:00:03 UTC",54.2463,-162.5767,3.3,13.20,12,"Alaska Peninsula"
ak,10349677,2,"Sunday, November  6, 2011 09:53:38 UTC",64.2285,-140.2990,2.4,9.40, 9,"Southern Yukon Territory, Canada"
ak,10349676,2,"Sunday, November  6, 2011 09:47:24 UTC",54.2694,-162.5323,2.8,12.00,12,"Alaska Peninsula"
ak,10349673,2,"Sunday, November  6, 2011 09:44:57 UTC",54.2173,-162.5325,3.6,13.20,21,"Alaska Peninsula"
us,b0006kqq,5,"Sunday, November  6, 2011 09:39:57 UTC",35.5056,-96.8651,4.0,5.00,60,"Oklahoma"
ak,10349669,2,"Sunday, November  6, 2011 09:29:56 UTC",54.2608,-162.5270,3.3,33.90,17,"Alaska Peninsula"
ci,15072860,2,"Sunday, November  6, 2011 09:29:08 UTC",35.0747,-118.4420,1.4,10.70,28,"Central California"
